Gun,Skin,Image,Price Link,Min_Price,Max_Price
Tec-9,Brass,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl90ZWM5X2FxX2JyYXNzX2xpZ2h0LjliMmRhM2IyODIzODk0MjJjNWQ3OWIyOTliMTg0NGM2NGE3MDk0ZjkucG5n/auto/auto/85/notrim/bc45a37524e962cbbd4039eeaa4da4a9.webp,https://csgoskins.gg/items/tec-9-brass,$2.39,$4.74
Dual Berettas,Briar,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9lbGl0ZV9oeV92aW5lc19saWdodC45YjRlMjNmYjJlYjRlNTM0Zjg1ZDJiYjIyNjg0ZTllMjMwOTY3MTI2LnBuZw--/auto/auto/85/notrim/3b0324f65c04c0d6e1e2283d16d1c36d.webp,https://csgoskins.gg/items/dual-berettas-briar,$0.23,$0.91
Tec-9,Brother,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl90ZWM5X2dzX3RlYzlfZ3VlcmlsbGFfbGlnaHQuYmVlNzUxOTg2YjY5NTJiMjViYjFlNWNkNGM1ODM5YzY5N2MwZjkyYi5wbmc-/auto/auto/85/notrim/843412cbe74dc9f1a53ed3953e9fc0d8.webp,https://csgoskins.gg/items/tec-9-brother,$0.40,$5.79
Five-SeveN,Buddy,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9maXZlc2V2ZW5fY3VfZml2ZXNldmVuX2dzZzlfbGlnaHQuZjkwN2VmMTc4Y2YzNDk5ZTM3ODdkNzBkZmFjYTEwZTI1NjkwNWZhZi5wbmc-/auto/auto/85/notrim/5438fd5e083bae2f91d9ec6ec3a591b3.webp,https://csgoskins.gg/items/five-seven-buddy,$0.96,$9.31
Glock-18,Bullet Queen,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nbG9ja19jdV9nbG9jazE4X3dhcm1haWRlbl9saWdodC43MjgxY2M3NTAzZjZhZTYyNjRlNTE2ZTdjZTBlNTlkYmJhMTY4ZTk2LnBuZw--/auto/auto/85/notrim/cf3c5cadf520d5f76797b252f0b68dc2.webp,https://csgoskins.gg/items/glock-18-bullet-queen,$51.96,$220.28
P250,Bullfrog,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX3AyNTBfYnVsbGZyb2dfbGlnaHQuOWM4MDE1OTY0N2M4NTE4YmNkYWNlNGY2NTlkOTMyN2VmMDJhZTEyNC5wbmc-/auto/auto/85/notrim/42d32f802722662d5c9bd0d49f69cb4c.webp,https://csgoskins.gg/items/p250-bullfrog,$0.07,$1.08
Glock-18,Bunsen Burner,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nbG9ja19hcV9nbG9jazE4X2ZsYW1lc19ibHVlX2xpZ2h0LmRiNDc2YmNmZjJhN2YxMjFmNmE3ZjM4YjA1MTUzNzEwYjhkZmEwOGUucG5n/auto/auto/85/notrim/e3e9a7b2fcdb0cc93af9bdf13f0e9950.webp,https://csgoskins.gg/items/glock-18-bunsen-burner,$0.57,$4.41
USP-S,Business Class,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl91c3Bfc2lsZW5jZXJfY3VfbHVnZ2FnZV91c3Atc19saWdodC42YzJlZmVjMWMyMmUxOWRiMTlmYjI2Mjg3MTY3NGNhYzM4MDY5Y2RmLnBuZw--/auto/auto/85/notrim/31b699d3189d5ac181baa5d0ae2e3551.webp,https://csgoskins.gg/items/usp-s-business-class,$35.79,$87.16
USP-S,Caiman,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl91c3Bfc2lsZW5jZXJfY3Vfa2FpbWFuX2xpZ2h0LmFiZmIwMjc2MDIxYjA3YTdmYThhNzFmOGU3Y2U1NmQ2NzQ5NjM4ZDIucG5n/auto/auto/85/notrim/9a6796fe12763d816bb49df79395e562.webp,https://csgoskins.gg/items/usp-s-caiman,$34.43,$105.91
Desert Eagle,Calligraffiti,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9kZWFnbGVfZGVhZ2xlX2NhbGxpZ3JhZmZfbGlnaHQuNzhiZGI1ZDMwNTZhNmIyZjE2NDMzYzAyYmFmZGU1NWE3MTI1YjZmZC5wbmc-/auto/auto/85/notrim/4ee72eb2796f48729246bd2bfdbcb877.webp,https://csgoskins.gg/items/desert-eagle-calligraffiti,$0.18,$12.11
R8 Revolver,Canal Spray,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9yZXZvbHZlcl9zcF9zcHJheV93YXRlcl9saWdodC40ZjUyOGUxYjNlMWE3MDAwNWI3NDEzMGJiMTdhYTYwNTEyNjcwODA5LnBuZw--/auto/auto/85/notrim/3f9a1c7db77870494859a8ad39af4137.webp,https://csgoskins.gg/items/r8-revolver-canal-spray,$1.80,$9.80
Glock-18,Candy Apple,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nbG9ja19zb19yZWRfbGlnaHQuY2U3ZmRkYmI5MGMzMDhjZTIxNjc1YmI2ZWYwYWM0YWNhYTE3YmM5OC5wbmc-/auto/auto/85/notrim/47df432445179c09d1dcfc6b27679a10.webp,https://csgoskins.gg/items/glock-18-candy-apple,$0.96,$2.36
Five-SeveN,Candy Apple,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9maXZlc2V2ZW5fc29fcmVkX2xpZ2h0LjVlNWUxOWEwNTdkZmYwNWNjZmQyYzY3NzA4ZDJjY2U5NWIyZTA3MzMucG5n/auto/auto/85/notrim/a0cba3a89c7a16b53e09e1065da60d69.webp,https://csgoskins.gg/items/five-seven-candy-apple,$67.44,$93.59
Five-SeveN,Capillary,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9maXZlc2V2ZW5fY3VfZml2ZXNldmVuX3ZlaW5fbGlnaHQuOGRkMjViYmY2NjlkYWUzM2MzNTEwMWIzZTZlYmQ4MWI4OWU4M2M1MS5wbmc-/auto/auto/85/notrim/6e9a03eef6ee5f39c2438325881efce3.webp,https://csgoskins.gg/items/five-seven-capillary,$0.27,$0.75
P250,Cartel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2FxX3AyNTBfY2FydGVsX2xpZ2h0Ljg5ZTEyNWRiMjAyMGExODg0YjQ3MzBiZDYxNDZiNWRmMjdhMGY2MGYucG5n/auto/auto/85/notrim/cc37efb8d08815609ac03a2967582267.webp,https://csgoskins.gg/items/p250-cartel,$9.00,$33.44
Dual Berettas,Cartel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9lbGl0ZV9hcV9kdWFsYmVyZXR0YXNfY2FydGVsX2xpZ2h0LjIyOWI0ZWE1ZGJkZTdhMjVjYzQ2NDY5MTY0ZjQzNmJlNGQwOTcyODkucG5n/auto/auto/85/notrim/5509562790cdf1f8a0562ee2b01680e7.webp,https://csgoskins.gg/items/dual-berettas-cartel,$0.38,$3.98
Five-SeveN,Case Hardened,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9maXZlc2V2ZW5fYXFfb2lsZWRfbGlnaHQuMzA3ZmYzZWYyYWJlOWIzNzI0MDBiZDI2NmIzYzU4MjUxMDM3MGMzYS5wbmc-/auto/auto/85/notrim/58c7f8903f050e8ca3af91511d22d666.webp,https://csgoskins.gg/items/five-seven-case-hardened,$12.76,$34.20
P250,Cassette,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2N1X3AyNTBfY2Fzc2V0dGVfbGlnaHQuY2RjNjNhZDE5YWMzOWJjNjJiZTVjMzM5M2U5NjQzM2Y2NTJhMWI3ZS5wbmc-/auto/auto/85/notrim/20f44919c884b7cef484327b10150932.webp,https://csgoskins.gg/items/p250-cassette,$0.05,$0.37
Glock-18,Catacombs,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nbG9ja19jdV9nbG9ja19kZWF0aHRvbGxfbGlnaHQuOTFhZDRhNDk4NjFlN2ZlYzllMTQ4NDc4NjE3M2YzNDc1ZTJhZTIzZS5wbmc-/auto/auto/85/notrim/72570febd37706c423ec67d0c746ec7a.webp,https://csgoskins.gg/items/glock-18-catacombs,$0.53,$2.57
P2000,Chainmail,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9oa3AyMDAwX2FtX2NoYWlubWFpbF9saWdodC5hOWQ5NDNiYTM5MGJkNzI5MjY4NWY1NmZiYjFjZGU5Yzg3MjM5NDgzLnBuZw--/auto/auto/85/notrim/0e21e27a9af54c97ef989a9eed37ad35.webp,https://csgoskins.gg/items/p2000-chainmail,$84.69,$100.86
CZ75-Auto,Chalice,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9jejc1YV9hbV9yb3lhbF9saWdodC41ZmFkNDM5Y2RlMTcyMDYwNWNhOTEzMDliNmVjZjhkNTBiMjNlMjQzLnBuZw--/auto/auto/85/notrim/bd85bf60019dee42ab78d1545ef352a4.webp,https://csgoskins.gg/items/cz75-auto-chalice,$490.87,$561.43
Zeus x27,Charged Up,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl90YXNlcl96ZXVzX3N0YW5kYXJkX2lzc3VlX2xpZ2h0LjU2MGVkNmI4YTc3MGU4ZGZlNmU0OWJjODVhZmI2ZWRhZjQ4MGFiNGMucG5n/auto/auto/85/notrim/4d9d007b15fde7d699959d87587a29c8.webp,https://csgoskins.gg/items/zeus-x27-charged-up,$3.17,$32.51
USP-S,Check Engine,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl91c3Bfc2lsZW5jZXJfc3BfbWVzaF9zYWZldHlyZWRfbGlnaHQuN2Q1Y2MwM2Q3MjhmZWExMTk4YWRjZjY5OWUyNjgzMjQzOTBjZjFmYi5wbmc-/auto/auto/85/notrim/1a38b26e955a4ffacafa77c2f44e5935.webp,https://csgoskins.gg/items/usp-s-check-engine,$0.28,$1.26
CZ75-Auto,Circaetus,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9jejc1YV9jdV9jejc1X3doaXJsd2luZF9saWdodC40NDE5YmY3NDU0MmZkNjg4NWNmODgzODc0OTkwOGY2YjM3ZmIzMzY2LnBuZw--/auto/auto/85/notrim/fd36276b3ecb4ab7d85b78092fe1476b.webp,https://csgoskins.gg/items/cz75-auto-circaetus,$0.18,$1.05
Tec-9,Citric Acid,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl90ZWM5X3Nvb19wYWludF9zcGxhdHNfeWVsbG93X2xpZ2h0LmYxY2FiZjA4NTc1OTcyOGFkMGQ2OGZhZTc3YzUwNDFmNTNlN2RlNGUucG5n/auto/auto/85/notrim/8b92f701ed1758ee0e94d7d5a9bca4d2.webp,https://csgoskins.gg/items/tec-9-citric-acid,$0.02,$0.26
Glock-18,Clear Polymer,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nbG9ja19nc19nbG9ja19wb2x5bWVyX2xpZ2h0LjdmZGY0NGE2YzZmMDk5NDJkMjE1NTIwMDA5YTg0NDkyZWJhNjBjOGYucG5n/auto/auto/85/notrim/8a268ddf7297d020f3bd2756e3857b68.webp,https://csgoskins.gg/items/glock-18-clear-polymer,$0.21,$2.33
P2000,Coach Class,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9oa3AyMDAwX2N1X2x1Z2dhZ2VfcDIwMDBfbGlnaHQuMmFhMGY0YWZmZjQ3NDc5NTdlNmVhNzkxZjVhNjhiOGQxZDIwODZiOS5wbmc-/auto/auto/85/notrim/d21a20dacbd199dc560bc9c2b5b784d7.webp,https://csgoskins.gg/items/p2000-coach-class,$7.04,$24.40
Desert Eagle,Cobalt Disruption,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9kZWFnbGVfYW1fZGRwYXRkZW5zZV9wZWFjb2NrX2xpZ2h0LjllZmUzMTk0ZDA1NjE3ZTRmYjRlNjYwYjQ4ZDU1MmNlYjNiNTEwZmYucG5n/auto/auto/85/notrim/92be95796ef54d9b3b5e0e26ffb86f7e.webp,https://csgoskins.gg/items/desert-eagle-cobalt-disruption,$78.04,$108.17
R8 Revolver,Cobalt Grip,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9yZXZvbHZlcl9zb2NoX2luZGlnb19ncmlwc19saWdodC5hYTZhMmRhYWU4YTE1M2E4MzY1NDZjYmE3MTNkNGY0OWU5MWU5YzQ3LnBuZw--/auto/auto/85/notrim/268cdc677742367fbb14808fcd9a85aa.webp,https://csgoskins.gg/items/r8-revolver-cobalt-grip,$0.01,$0.06
Dual Berettas,Cobalt Quartz,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9lbGl0ZV9hbV9jcnlzdGFsbGl6ZWRfYmx1ZV9saWdodC45MTI5MjQ3ZTViMDYwYmIzOGI0MGZlNTYxNjIxNGI3MjhmODRlZGQ3LnBuZw--/auto/auto/85/notrim/c39469a3533f0a7032371a5d10c29283.webp,https://csgoskins.gg/items/dual-berettas-cobalt-quartz,$0.29,$0.70
Dual Berettas,Cobra Strike,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9lbGl0ZV9nc19kdWFsYmVyZXR0YXNfY29icmFfbGlnaHQuNzcxZjBjMjM4M2NlZTMxMDZlNDEzMGNiNWIxZTJkMDY0NDU3OTYwYS5wbmc-/auto/auto/85/notrim/e7216263c6ea9fedc9a8fe763e17f4ca.webp,https://csgoskins.gg/items/dual-berettas-cobra-strike,$59.27,$100.69
Desert Eagle,Code Red,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9kZWFnbGVfZ3NfZGVhZ2xlX2FnZ3Jlc3Nvcl9saWdodC5hMzcxOWU4OGU4Y2JjNzFhOTQ3N2I0MjZlODk3YWIzZWU4YjMxYzcyLnBuZw--/auto/auto/85/notrim/aa7e9a033f0ead9833eeabeabd17faed.webp,https://csgoskins.gg/items/desert-eagle-code-red,$38.81,$291.00
Dual Berettas,Colony,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9lbGl0ZV9zb19zcGFjZV9tYXJpbmVfbGlnaHQuMjNlNzljYjVkZmQyYzVlMTliZmE2YzU0YjIwMjc2NTgxYzU2ZjkzOC5wbmc-/auto/auto/85/notrim/66171347cf83dfd57d4f478dbabcc58a.webp,https://csgoskins.gg/items/dual-berettas-colony,$0.01,$0.59
Desert Eagle,Conspiracy,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9kZWFnbGVfY3VfZGVhZ2xlX2F1cmV1c19saWdodC5hNmQzNmU4Y2M0Y2ZkNzY2YzAwNTUxMzQ1NDMwNGJhZTI1YjljMzc5LnBuZw--/auto/auto/85/notrim/c45f38c5a185cdab1c1b3ade1ceb35ed.webp,https://csgoskins.gg/items/desert-eagle-conspiracy,$18.64,$21.00
P250,Constructivist,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2JydXRhbGlzdF9hcmNoaXRlY3R1cmVfbGlnaHQuOWJhNmI1ZGQyZDliODQxZDllMDc2YmFlNTc3ODE0NzdmNDkzYjJkZi5wbmc-/auto/auto/85/notrim/345d2f54c3c351125652dc504c7e4554.webp,https://csgoskins.gg/items/p250-constructivist,$0.03,$0.23
P250,Contaminant,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2N1X3AyNTBfaW5mZWN0X2xpZ2h0LjY2YjNhY2UzMjcyZGVhYzU5ZmRkODM4OTI2ZTI2NTY5YzQ2ZmYwOTQucG5n/auto/auto/85/notrim/a1ddcd2452dccae4409a2a1dd46d4551.webp,https://csgoskins.gg/items/p250-contaminant,$0.65,$2.42
P250,Contamination,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2h5X251Y2xlYXJfc2t1bGxzNF9wMjUwX2xpZ2h0Ljk5NTQ5NWQyNzQ5NDhhZjQ2OGUyZmQzYjlkMDNmNjJjNzEyYmFhNDMucG5n/auto/auto/85/notrim/91099d17cad4f6dac8b50db4851c7b29.webp,https://csgoskins.gg/items/p250-contamination,$3.84,$13.80
Dual Berettas,Contractor,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9lbGl0ZV9zb19wbWNfbGlnaHQuOTUyMDk4YTJmODFlN2Y5ZmRkM2VhNDk4YWU0ZjhmZGRmNjM1N2RjYy5wbmc-/auto/auto/85/notrim/b474b838f454e2889e37a48c38913315.webp,https://csgoskins.gg/items/dual-berettas-contractor,$0.01,$0.19
Five-SeveN,Contractor,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9maXZlc2V2ZW5fc29fcG1jX2xpZ2h0LjJjOGRhZTZkNGFiYjZmMDRhODU4ODhiM2VlYmJiNTE0YWJjZGEwNzYucG5n/auto/auto/85/notrim/12908a4448d79712a90b0ca4a52cdc46.webp,https://csgoskins.gg/items/five-seven-contractor,$2.78,$16.64
Five-SeveN,Coolant,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9maXZlc2V2ZW5faHlfZHVjdHNfZ3JlZW5fbGlnaHQuMmQxYzNlYjE3MTE3MmVmNDlhODYwODJmZTZmOTU4OWM2ZWQzZWIxZC5wbmc-/auto/auto/85/notrim/e008bc073e5720c2c9e2a23fee51467d.webp,https://csgoskins.gg/items/five-seven-coolant,$0.01,$0.03
CZ75-Auto,Copper Fiber,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9jejc1YV9hbV9jYXJib25fZmliZXJfY3o3NV9saWdodC5kNDg3YWZlMGEzYWFmZDY2ZWRmNWE0YzNhMTVkYzI3ZmYwNjc0YzM5LnBuZw--/auto/auto/85/notrim/4e946c8575e837ba2f12f6733b00c3d8.webp,https://csgoskins.gg/items/cz75-auto-copper-fiber,$0.03,$0.25
Five-SeveN,Copper Galaxy,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9maXZlc2V2ZW5fYW1fY29wcGVyX2ZsZWNrc19saWdodC5lMjYwYzVhNmJiNGQ0YTkxNmM3YTQwZGE2YmU4NmZlYmQ2ZTVmMzM4LnBuZw--/auto/auto/85/notrim/79054b6f4bab4a1b9019d73895e179e4.webp,https://csgoskins.gg/items/five-seven-copper-galaxy,$11.22,$11.41
P250,Copper Oxide,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX3NvX2dyZXlibHVlX3AyNTBfbGlnaHQuNjNiM2FlOWIxYWExZGE2YzVjZmQwNjZlMjFlM2YzNmE3ZjVlZWQzNS5wbmc-/auto/auto/85/notrim/4b5310f011b4cf8194fd907c55e87187.webp,https://csgoskins.gg/items/p250-copper-oxide,$0.01,$0.03
Glock-18,Coral Bloom,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nbG9ja19zb2Vfcm9zZXNfbGlnaHQuY2M0Mzc3ZWQzYzdkNzQ5MTNhYTUwNzJiMDg3ODU2YTE2MDEwYmMzZC5wbmc-/auto/auto/85/notrim/efa88a13eaaddad896356a9614238e29.webp,https://csgoskins.gg/items/glock-18-coral-bloom,$0.36,$4.70
P2000,Coral Halftone,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9oa3AyMDAwX2h0X2ZhY2V0X3AyMDAwX2xpZ2h0LmE3NjE3YTZkMWM3NzAwZTllMDA4YzI5ZjY4MjEzZmFiMDJjMzExOWMucG5n/auto/auto/85/notrim/9c453db5cca9f78d80eb4e500c988d71.webp,https://csgoskins.gg/items/p2000-coral-halftone,$0.20,$0.54
